-19.44, 10.59
14.85, 27.29
-18.85, 38.31
18.6, -24.08
-35.4, -24.02
-17.75, 37.98
-44.68, -15.14
-20.28, -13.92
5.19, -15.03
-12.95, 11.89
26.77, -28.82
6.63, -47.66
-35.21, -0.51
24.83, -22.78
-7.1, 50.84
28.16, -10.82
-28.13, -19.15
-19.36, 8.85
28.6, -6.47
-40.47, -17.32
-40.2, 8.1
-0.75, -37.58
7.23, -50.43
2.98, -10.64
-25.36, -16.6
23.07, -35.64
-20.85, -1.09
-38.67, -23.67
21.84, -22.72
0.36, 49.41
31.31, 6.05
-0.17, 56.01
28.9, 0.21
20.38, -39.53
-17.33, 17.8
33.48, 28.75
-22.78, 7.54
-1.0, 48.99
15.65, 28.81
-9.36, 45.32
-4.05, 43.28
-25.16, 12.1
-41.44, -15.84
21.7, 29.51
34.19, 6.46
7.92, -4.67
3.15, 55.0
24.71, 34.09
-36.52, -26.31
-32.84, -28.29
0.6, -27.89
27.7, -6.3
3.27, -9.59
27.38, -11.87
11.69, -48.94
18.8, -20.92
-35.13, -28.3
-17.85, 40.8
-27.41, -5.21
-7.83, -6.92
-17.94, -1.34
-2.58, 12.52
-33.71, -7.73
28.41, 33.79
-16.87, 17.52
-35.3, -11.0
8.16, -50.08
-34.07, -24.95
26.16, 6.42
27.94, -37.53
-19.06, 8.86
27.51, -29.95
36.54, 26.91
-16.03, 20.04
-4.77, 46.01
-30.88, 9.06
36.11, 3.65
11.41, 37.51
-39.65, 7.11
-17.08, 15.67
-27.14, -10.72
2.45, -35.98
27.48, 30.25
-23.35, -0.94
6.07, 6.23
-35.92, -26.95
-22.66, 15.92
30.84, 0.93
4.33, -44.24
-14.14, 34.94
28.66, 4.41
0.03, -35.82
-18.17, 21.38
30.99, 6.84
3.08, 52.66
-28.25, -2.37
2.98, 55.69
-26.72, 22.16
3.35, -34.36
-24.56, -18.49
6.52, -46.48
28.05, -29.02
6.9, -9.39
-32.82, -27.85
-26.65, -28.48
-26.76, -19.11
35.89, 26.88
-16.56, 31.98
-26.33, -9.28
-47.51, -8.55
3.03, 16.44
-25.44, 19.79
24.53, 9.81
-30.68, -11.84
-31.28, 15.22
-38.83, 0.58
-43.65, -10.15
-31.04, -31.52
-36.96, -0.22
23.9, 24.56
10.38, -10.71
-10.02, 9.9
-20.3, 2.76
2.91, -37.87
-45.29, -14.78
-30.24, -13.71
34.74, -30.89
1.28, -10.89
6.88, 7.85
2.76, -9.59
1.57, -34.66
2.78, -30.3
13.43, -8.15
-31.33, 16.71
4.49, 12.64
-9.83, 46.12
20.38, -21.88
-13.68, 33.97
5.32, -43.94
-10.51, 8.93
0.28, -31.9
-19.23, -0.91
22.97, 1.47
-9.82, 41.08
-19.85, 18.02
0.48, 50.14
2.02, 8.47
31.1, 33.98
20.88, -24.56
-9.38, 1.52
-27.4, -17.58
-17.83, -23.23
-4.42, -8.9
12.2, -7.25
-9.26, 56.33
1.21, -7.71
3.94, -44.63
20.25, -21.18
34.47, -5.84
-40.89, -5.21
-41.63, -9.8
3.47, -31.6
5.65, -9.09
-34.1, -27.27
2.37, -45.14
26.04, -11.67
-47.21, -10.74
-8.55, -3.37
-3.56, 50.59
-40.19, -13.15
-37.55, -14.43
-15.85, 18.36
16.41, 24.83
31.89, -7.83
24.11, 31.97
-28.0, 18.38
-4.57, 43.42
6.78, 2.1
-12.5, 48.96
12.41, 12.87
-12.02, 54.55
13.31, 6.6
2.29, -13.97
30.48, -35.96
12.14, 16.17
-33.1, -1.14
14.77, 28.65
20.92, -7.45
22.81, -33.21
1.15, 55.99
-14.24, 33.29
3.17, 55.39
20.86, -33.76
-24.17, -12.08
23.77, -23.85
21.25, 2.35
-7.39, 45.43
-0.03, -26.91
-44.56, -9.98
23.15, 27.46
35.76, 11.38
9.35, -47.33
-17.97, 30.8
-8.01, 54.28
-18.8, 38.68
30.39, 2.6
-34.63, -5.49
23.35, -7.52
25.85, 31.14
-21.08, -13.26
-35.76, -27.92
-4.02, -12.31
-21.01, -13.87
28.87, 13.89
-32.73, -7.76
17.38, -25.36
30.87, 9.15
0.7, -22.26
-5.26, -9.77
10.0, -16.65
-23.63, -1.03
30.64, 25.93
27.7, 23.87
-19.35, 15.11
-19.06, 33.03
13.32, 22.02
10.26, 7.97
-46.34, -11.25
-16.41, 35.1
-26.22, 11.48
35.14, 9.27
30.99, 11.84
12.96, 6.79
-0.65, 5.52
-28.69, 13.35
-25.44, -19.53
19.25, 36.5
24.27, 33.32
-40.84, -16.64
-8.0, 54.92
13.24, -7.7
10.65, 0.32
-4.49, 11.46
-32.44, 10.93
15.51, 36.62
22.5, -15.07
32.86, -30.31
-8.02, -25.89
-34.44, -24.81
14.9, 30.02
-35.71, -13.16
-2.21, 50.02
-30.09, -10.7
7.71, -5.33
-23.7, 7.03
-29.97, 12.78
15.57, 29.98
15.48, 12.09
28.44, 29.13
15.98, -39.46
-1.82, 11.28
-3.95, -5.33
-21.35, 0.15
-26.7, 10.97
-24.15, -8.82
-6.74, 51.12
17.38, -16.57
-9.07, 49.52
18.64, -4.23
28.4, -38.69
26.74, -1.59
19.4, -23.69
-8.02, 54.99
-31.57, -1.66
-23.61, -19.08
-37.35, -23.5
-9.48, 42.32
8.86, 9.4
26.98, 28.41
-9.15, 55.55
15.28, 25.98
-35.31, 0.55
-28.69, 12.26
-3.75, -11.37
-24.68, -24.23
20.63, 36.15
-3.4, -29.55
-29.64, -32.44
-13.48, 37.54
15.09, -3.38
-17.24, -12.42
16.59, 25.19
-28.83, -16.31
19.63, 35.07
24.2, -22.66
-29.36, -26.74
26.93, -34.01
28.6, -37.38
17.53, 24.07
6.29, 14.44
-14.65, 38.94
-31.37, 15.11
-4.23, 52.35
26.97, 24.68
-38.13, -4.35
32.84, -33.03
13.9, 30.8
-30.21, 15.55
-45.9, -4.08
34.49, 3.5
34.95, -0.27
24.53, -36.03
20.35, -25.94
30.85, -4.46
-6.29, 52.19
-30.78, -1.17
-0.1, -23.51
-8.1, -4.03
34.13, 20.69
27.42, -10.95
-36.85, 11.74
-20.39, 23.46
-27.17, -11.81
30.45, 11.83
24.54, -19.67
-9.96, 10.22
20.07, 29.88
21.87, -29.42
-30.45, 9.28
-10.82, 48.82
-10.7, 53.7
11.9, 27.99
-12.46, 48.31
4.42, -12.03
28.2, 4.55
28.18, 10.0
-24.54, -16.26
-20.68, 8.28
23.76, -10.45
2.72, -34.28
35.28, 9.32
-34.94, -30.7
-11.14, 50.44
39.17, -2.21
14.34, 8.22
-9.35, 49.16
14.56, -22.43
1.8, -11.0
-13.06, 39.36
-31.66, -6.72
1.99, 54.9
10.69, -10.38
30.71, -14.52
3.82, -40.17
-15.87, 27.59
0.04, 15.67
6.52, -6.91
-13.54, 54.65
-22.11, -6.06
-32.96, -5.77
-29.21, -32.34
3.26, -43.72
24.78, 25.49
13.91, 32.89
7.63, -11.8
15.23, -26.43
1.73, -43.06
26.18, -2.26
-0.71, -33.86
28.89, 4.47
-19.71, 2.22
18.09, 32.51
34.12, -29.26
6.34, 6.93
8.07, 7.98
1.94, -10.76
-35.03, -11.01
-10.81, 42.8
-12.77, 50.52
-38.89, -23.38
32.98, -33.29
-15.25, 1.21
28.49, 1.46
-24.54, 8.27
7.7, -39.07
-15.36, 48.11
6.0, -30.93
16.41, 35.26
-15.99, 29.23
-36.1, -4.82
27.76, 23.95
-0.34, 10.07
0.13, -36.28
-10.86, 42.91
-32.06, -0.2
12.54, -6.72
26.01, 32.97
13.67, -7.88
-34.1, -29.43
-33.7, -25.01
32.9, 30.0
12.78, 13.06
30.47, -6.26
1.55, 6.72
20.9, 24.72
-28.96, -28.87
25.98, -13.14
27.69, -22.22
37.25, -3.46
-3.19, 52.56
-21.37, -0.4
-26.08, 18.28
21.1, -5.8
-19.45, 6.14
-29.86, -12.56
-24.76, 1.47
-13.22, 47.48
-37.26, -5.59
29.47, 30.5
-8.99, 54.88
-9.74, 8.87
33.78, 28.52
-30.96, -7.07
20.24, 36.15
27.51, -28.34
-38.17, -18.02
-37.84, 5.04
-6.78, 54.31
-44.01, 2.53
11.43, 3.96
-13.31, 40.71
10.58, 5.01
-42.29, -11.33
-7.48, -8.96
-34.76, -8.37
9.06, 15.18
0.23, 10.5
25.41, -0.1
-23.47, 9.06
1.0, -28.63
25.38, -35.77
20.7, -25.29
29.57, 1.57
14.98, -20.01
-2.26, 14.78
21.36, -37.37
5.18, -34.19
-35.68, 8.8
1.83, 13.7
25.98, -5.33
31.06, 6.37
26.84, 6.36
13.45, 31.48
37.99, -0.31
-25.81, -19.84
-16.98, 38.37
9.24, 26.84
2.84, -26.65
3.12, 8.96
27.34, -24.99
-6.53, -11.55
5.91, -45.61
6.42, -42.62
6.59, -41.52
-7.93, 16.24
6.65, 5.47
-0.2, 15.07
11.0, 34.67
-15.85, 21.22
9.45, -11.17
6.7, 11.83
-34.7, -1.58
7.64, -48.76
-2.45, 47.14
6.11, 3.34
-29.31, -31.59
-6.46, 44.86
18.95, 24.31
-4.56, -33.2
10.71, 0.29
-18.73, 34.66
-26.79, -14.26
-18.01, -0.51
-9.3, -6.57
-39.83, -15.4
19.18, -26.78
-0.05, 5.3
-26.88, -4.93
-36.37, 2.33
-17.35, 40.79
22.05, -38.21
5.72, -6.39
17.41, 22.21
38.1, -0.54
-19.56, 10.67
9.44, -21.3
-26.37, -16.01
-41.1, -0.08
14.48, -24.01
-2.36, -26.85
26.95, 1.68
-22.59, -22.02
36.8, 12.84
28.89, 27.65
-13.1, 54.39
22.91, 12.51
-17.61, 33.11
24.63, 11.16
1.82, -25.59
7.75, -6.48
-17.02, 17.63
-21.27, 19.93
13.16, 30.96
20.03, 35.05
9.32, -49.52
18.55, 11.27
30.33, 35.44
1.56, -40.63
4.87, -10.07
-38.17, -7.72
0.67, 18.64
-34.0, -10.65
-19.25, -1.22
-14.06, 26.33
30.98, -5.06
26.62, -28.7
28.48, -1.82
19.36, -9.15
23.65, -1.79
-7.42, 50.96
-33.78, -13.77
34.44, 5.33
-47.22, -10.78
-31.75, -24.25
-0.77, -34.44
-27.44, -33.87
13.04, 34.44
-11.98, 39.66
1.33, 16.54
29.7, 33.66
7.75, -7.98
-33.94, -25.36
13.17, 10.09
13.77, 4.66
-34.66, -28.74
19.31, -29.86
29.0, -28.82
17.09, 22.45
33.59, 7.14
36.09, 27.46
-28.35, 15.98
-7.37, 48.0
16.72, -20.45
12.33, 5.88
-21.02, 12.67
-44.99, -0.79
-30.76, -31.56
-30.33, 11.84
-35.89, -5.43
10.35, -47.06
-37.05, 2.42
29.28, -37.96
-28.11, -20.53
4.38, 11.31
22.97, -20.73
-37.68, -4.29
-2.94, -25.56
23.55, -20.79
-2.23, -36.82
25.51, -1.92
5.87, -9.38
-40.91, -6.42
2.58, 5.83
34.77, -4.16
38.89, 6.21
-34.49, -6.08
29.7, 8.24
19.03, 10.08
-0.45, 12.42
-21.05, 14.51
1.23, 12.7
26.38, -36.38
16.62, 26.21
-29.53, 20.9
-1.12, 54.97
-19.8, 1.79
26.11, -29.18
2.89, -42.95
25.28, -9.24
-38.6, -19.05
38.06, -0.78
35.78, 0.18
24.41, -27.29
-36.59, 6.41
-0.71, -33.84
33.13, -2.0
4.52, 4.65
22.29, -38.56
-35.57, -5.25
-24.43, -16.06
0.91, -37.75
-1.89, 18.08
10.73, -48.12
3.49, 4.63
1.3, -12.33
-18.72, 22.19
28.18, 10.92
1.23, -43.35
31.75, -34.79
8.88, 29.16
-8.31, -25.64
31.01, -27.11
19.76, 35.15
7.1, 16.88
28.97, 13.67
-15.0, 28.0
-27.63, -8.95
-26.8, 20.73
9.92, -7.6
4.3, 53.61
24.72, -27.87
9.24, 11.21
-48.24, -9.72
-1.2, -30.54
12.6, 26.1
8.25, -37.62
-19.78, 15.52
-31.5, -3.15
-22.93, -13.04
